sticker_id,labeled_queries
5463133013929892362.webm,"cat giving up, give up, tired, tired cat, go to sleep"
5463327077732205953.png,"scared for life, no way, can't do this, Sweats, X eyes, Stare downs"
5463377247245178537.webm,"this is mine, mine, cuddly cat, cuddling a cat, cuddle cat, rubbing cat, comforting cat, dont worry you got me, where's mine"
5463401917537338296.png,"swanky, im so cool, cool, cool hand sign, dread vibes, smug"
5465545351031172527.webm,"huh?, whats wrong?, why like that?, confused, ?, whaaat?, wonder, what anime girl, wonder anime"
5472006553802380397.webm,"chewing, waiting for a reply, anticipating, porcupine munching, porpupine eating, porcupine nomz"
563108579448455596.png,"shades down, are you for real, for real not, sus max, suspicious person identified, looking at you, Im watching you, Let me see properly"
5647518987899109387.gif,"URHGHHHHH, drag face down, URGHHHHH, adventuretime, pulling face down, unbelievable, unacceptable, shocked, GRRRRRR, frustrated, adventure time"
569118802063655903.gif,"pepe, laugh cry, HAHHAHA, HAHA, Laugh cry me"
569118802063656024.gif,"cry, pepe, tearing, sadness, crying face"
5699587456249102344.gif,"Thumbs up, Adventure time, jake and paul dog, dog give big thumbs up, big thumbs up!"
570116660405469295.png,"traumatized yellow ball, shocked, terrified"
575666406691967024.gif,"swishing tongue, blehlelelelel, lehlehlehleh, waddling tongue, lelelelelelle, lehlehlehlehleh, blehblehblehbleh"
575666406691967029.gif,"sad baobao, lying on the side sad, weep sad, curled up on side cry, grey, depressed, so sad, sad in one corner, sad, rolling on one side sad"
575666406691967033.gif,"cheer cheer, jiayou jiayou, jiayou, jyjy, jy, cheerleader, cheers, pom pom, hooray, yipee"
575666406691967034.gif,"farting, boot"
575666406691967047.gif,"scratch armpit, scratching chest, frustration, smile thru the pain"
575666406691967059.gif,"Hand together, Laughing laughing, :D, Hehe, Haha, happy bouncing bubble head, bubble head open mouth smile"
575666406691967069.gif,"thank you, arigatou, nodding in thanks, thanks, xiexie, Thank you, Lao ban heng heng"
575666406691967445.gif,"lazing around, chill, on sofa, lying down, relax, resting"
575666406691967452.gif,"nom nom, eating chips, see show, snacking, watching show, cat eating chips, cat snacking, cat watching drama"
575666406691967458.gif,"nom nom, 看戏, eat pokemon, see show, eating popcorn, chill relax, lying on sofa, munching"
576081150208901458.png,"i beg of you, please please please, life is hard, step step, please please, this is so hard, lyfe is hard"
576081150208902864.png,"mmmmmmmmhhhh, straight smile, awkward smile, cat awkward smile, uhhhhhhh, hesitation, shocked cat, cat in disbelief, cat with weird face"
576081150208902926.png,"why like this, send help, spiky teeth, NOMZ, scary mouth"
5764673038465371725.webm,"anya salute, look afar, looking at the far, look far, seeing far, far, anya, hands on forehead, Anya, Looking up, Cute girl, Woahhh"
5764709378183664220.webm,"cry, tears, baby, baby sad face"
5764841285219260500.gif,"why me, pepe cry sad, raising hands pepe, raising hands pepe cry, what to do, im so lost, cry die me, in despair, lost, helpless, depressed, pepe frog, peepo, surrender"
5764919707027115028.png,"smirking, hehehehe, haha, hehehe, side eyes"
5764969210820169448.png,"drinking boba, drinking, anime drinking, spectator, interesting"
5764995826732502700.webm,"heheheh, spy family, evil smile, muahahahah, you can't guess it, iykyk, shifty eyes, sus smile, anya, heheheheh"
5767102271967989613.png,"kowalski, taking notes, reality check, what the heck, so done with life, unclear"
5767276252503215601.webm,"smoking, chill, lit a cigarette, lit a ciggarette, let me listen to this, so chill, so cool"
5771429026316946249.webm,"point of no return, no other solution, only can like this, meme, 没救了, gg.com"
5771621569700827976.webm,"suddenly thought of it, sudden, got it!, no wonder, i guess thats why!, no wonder!!, thinking, i got it!, it came to me suddenly, lightbulb moment"
5773875877775411911.webm,"excited, super excited, jumping around, cat jumping, wow yay, so excited!!, excites!!!, much excited, cat disco, jumping, yipeee, jumpy, hooray, so excited"
5773950464177474520.webm,"make me angry ah, im angry now, angry, happy become angry, become angry, you make me angry, squishy face, Make me angry"
5778208623603749670.webm,"帅, gojo being cool, yea what can i say, rub neck, gojo, wiping hands on neck, just saying, you know im cool, im cool like that, swanky, confident, oh yeah, im so cool, im so pro, gojo satoru, shades cool man, wipe neck cool, flex"
5778383067995443756.webm,"ok ok yes its me, 乖乖坐下, getting pointed at, gojo being pointed at, simimasen, become guai"
577913907243385218.png,"smiling face, yay, happy, hahaha, smiley face"
5780456523587129501.png,"angel, hehe i'm so nice, anime girl with halo, Angel, Anime, Halo above, Angel singing background music"
5780613105209839806.webm,"wipe face, baby wiping face"
5780745141094453160.webm,"good bye, bye bye, i am leaving, bye chat, jumping down from building, Goodbye!, Falls off bulding, Exits gracefully"
5780782030568559122.png,"just woke up, bruh, are u fr, messy hair, frustrated, annoyed, tsk, staring up annoyed"
5782720353604209195.webm,"hurhhh, cat, wot, look down, not meh"
5782807927987376193.webm,"nom nom nom, chewing, Porcupine eating, porcupine chewing, munching, very delicious, very tasty, delicious"
5783008460010427093.png,"crying, 崩溃, sobbing crying throwing up, anime girl crying, :(, pink hair, cries"
5784894547653824381.png,"bulging eyes, WAAAAA, HURHHH?, one drop of sweat, shocked, eye big big"
5789818439895880677.webm,"drink beer, stealth drink beer, sippy sippy, :p, slipping away, chill, chihuahua take beer across"
5791831886204505987.webm,"thinking, baby, hehehe, hmph, let me think about that, hands to waist, baby hands to waist"
5792049065520794365.gif,"scurrying away, hurry away, walking backwards, run away, not me, whot?"
5793919102871409797.webm,"guitar chill green, chill monster playing guitar, good vibes, jamming, golden hour, blessed, chill, chilling, chill music, happy monster, Playing guitar, Happy, Light green animal, Yeahhhh"
5798450125864962790.png,"pepe, taking notes, serious, Taking notes"
5798532275704433080.png,"hehehehe, evil, gossip, Evil, Deveil, Ugly"
5801038449251190947.png,"smirk, snope dog, side eye smile"
5803327645345122600.png,"old man, dont test me, bow arrow, Old man, Shooting arrow"
5805196810817375697.webm,"party, disco, yeaaaa, cats, Disco dancing"
5805197489422209987.png,"来吧, Welcome in"
5809799014303927378.png,":), smiley face, polite smile, nice smile, gentle smile, genshin, blonde hair, smiling chibi, c:, :D"
5810135241523728131.png,"blur, poker face, honest, chibi honest looking, im honest, this is the truth, innocent face, believe me"
5810139162828870050.png,"heheheh, UwU, enen, gentle smile, if you know you know"
5812282879790553101.png,"too much stuff, weight, Too much on me, Big hat small body"
5812316810032188260.png,"omg, i cant believe this, this is amazing, wow, bursting from excitement, !!!!, !, Ohmoooooo, 崇拜, Hands covering mouth, Diamond eyes, Cannot believe it"
5816832302424004647.png,"guilty, looking down, sowwie, im sorry, i wanna confess, Im sad, Teary eyes, Sad face, Feeling down"
5816937851245301286.png,"Lol, Sorry i stupid, Ahahahaha, Ignore my stupidness, Thank you, Hehe, White rabbit"
5821421762742587183.png,"hi, smiley face, 微笑, gentle smile, heart, Heart shape, Eyes smiling, Mouth open, Girl"
5823495132434926545.webm,"relax, chill, zen, laying on the floor, mmmh, tired beat, laying on the floor resting, so exhausted, fatigue max, shag"
5825492498385998298.png,"bruh, 无语, staring into the void, staring at nothing, poker face, expressionless, emotionless"
5825925405319631300.webm,"shrug, hehe, idk man, black and grey"
5825967994215339973.webm,"sad face, spy family, eyes like eggs, i need to do this, sad, crying, sobbing, cried, HURRRRR, please, anya"
5828178506508406526.png,"chilling on crib, anime guy on crib, too old for this shit, Lying, Staring, Blue hair guy"
5830082929367190544.png,"shocked, nervous, omg, what is going on, startled, shocked cat, o.o cat face, what??"
5830286347608263785.gif,"huh, taken aback, are you for real?, for real?, seriously?, huhh, bubble head taken aback, raised eyebrow"
5834575963375013544.png,"jesus, Jesus"
5836732294655642795.gif,"make myself smile, eh eh?, bubble head, HEHE, BIG SMILE, CHUBS"
5836790306778910167.webm,"ghosting, apple, Ghost, Cutting apple"
5836935807385996902.webm,"drink beer, nomz, eat watermelon, listening to gossip, listen gossip, delicious, sedap"
5841543255027617154.png,"crashing out, tweaking, black kid tweaking out, Cries"
5843468087570994864.webm,"vanishing, show us, appear and disappear, quickly, suddenly appear, appear and reapply, teleport, teleportation, shuttering"
5843608648965690240.webm,"cool character looking sideways, gif, cool character gif, side eye, camera angle moving, The Knave, mmmmh, anime character"
5843952607126621889.png,"hehe, master, boss, lit eyes, purple eyes, cartoon girl, anime girl boss, power up, powerful girl, looking down, staring down, scary glare"
5845876563496668653.png,"drink tea, sipping tea, suit man sipping tea, mmh, handsome guy, Drinking, With gloves"
5847974002185737103.png,"hmph, you think i dont know, let me guess, >:), pretty woman scheming, scheming, thinking, lookback, look back"
5850627557535258354.png,"oops, not today, not my lucky day, uh oh, Penguin, Not your day"
5852464588062199730.webm,"hiding, rabbit, omg, zai, peekaboo"
5852497380137505010.webm,"+1, me too, me also, spam +1, agree"
5852535798619967432.webm,"clap hands clap hands, no no no, nonononno, go away"
5852558123859972313.webm,"sad, alone, tears, left out, wipe tears, so sad, :(, feeling sad, lonely im so lonely, lonely, sed"
5852610449446540005.webm,"Silent, Cute rabbit, Grey rabbit, whispering, i know someone"
5852718192996126562.png,"autumn girl smiling, smile, welcome, welcome ❤️, you're welcome, side way smile, happy"
5852747570572431294.webm,"sliding, smooth, scooter bunny, otw, les get it"
5852749413113401777.webm,"pew pew pew, splash water, fighting, pew pew"
5852767194278006492.webm,"traveling, finding, rowing, bunny, duck float, coming to find you, otw, on the way, rowing boat"
5852781784281910879.webm,"wave, sad bunny, beach, crying, washed, washed by the ocean, i cri, y u do dis, attacked"
5852829063281906096.webm,"want to faint, soul leaving body, dead but happy, die happily"
5852839306778905989.webm,":(, send help, standing in the rain, in the rain, sad, feeling down, upset"
5852864054380465145.webm,"peng, kanpai, cheers, congratulations!, congrats, gratz, yipee!, cheers!, rabbit kanpai"
5852888995255553464.webm,"i block, shoo, block your attack, block you attac"
5852905767102844754.webm,"sneeze bunny, achoo, bunny, sneeze"
5854716692818561417.gif,"smack face on table, face table, go away, slam head on table, so done, cat being done"
5854781082968265235.webm,"thats you, gotta be you, finger gun, finger pointing at you, hey whats up, eureka, you got it, bingo, pointing finger, wise woman, elderly, correct"
5854800865587630308.webm,"Hi bro, wear your glasses, so tired, wear shades, fatigue"
5854898052107602741.gif,"laughing pepe, cover mouth, ggiggling, Ehehehehehhe"
5854931419708527421.webm,"thinking cat, zoom in cat face"
5855039412366217922.webm,"Happy, happy racoon, dancing racoon, rotating and dancing"
5856979925835190359.webm,"shoot up, grow up, small to big, doink"
5857409860651452966.gif,"side eyes, hehehe, cat ears moving, side-eye cat, wiggling ears, self-satisfied cat"
5859302364975991253.gif,"pepe laugh tears, heheheheh, pepe zooming in, pepe tears of laughter, pepe zoom in zoom out, pepe cry laugh, pepe cry laugh die me"
5859484179531567872.png,"noot, girl, oh my god, OMG"
5859629478275188680.gif,"WAHAHAHAHA, laugh cry die me, pepe laugh show teeth, haha, smiling frog"
5859685944210230134.gif,"coffee, interrogate, pepe, hmm, Drink coffee"
5861438415421051762.png,"noot noot, penguin, sandwich, Penguin, Sandwich, Shouting, Can you hear me?"
5861775544583980877.gif,"heheheheheh, >u<, laughing, wahahahha, throw back head laughing, cute cat bear"
5861952746344682376.png,"shoot, guin, penguin, NOOOOT, Piu piu piu"
5863706381491637968.png,"hide, shy"
5863805668250619689.webm,"angel, look up to the sky, morning, ohaiyou gozaimasu, look up, Greeting, greeting anime, bowing, bowing anime"
5864104271556906185.gif,"nom nom, minding my own business, eating, crying, eat grass, eat dirt, sobs sobs"
5866056304128168292.png,"duly noted, noot, Got it"
586607011244802278.png,"look at me, silly, pink blob, pink ball, pink ball to the side"
5866480741386293865.png,"suited, noot, penguins, Ok got the task"
586949487642018135.png,"carry plox, roll eye, smiling, guai smile"
5870474025884455008.webm,"celebrate, dog, cheerleader, pom pom, Cheerleader"
5870571397088022977.png,"noot noot, Noot Noot"
5870577599020797507.webm,"bow, sympathise, doggo, thank you for your service"
5870915767565814849.gif,"raise eyebrown, genshin, tea cup"
5872754361460855082.webm,"calm, boss style, chill guy, drinking coffee, drinking tea"
5872853171478466935.png,"death smile, :)"
5873039955311202770.png,"here you go, this is the solution, solution to the problem, here, take this, take from my hand, only way, Lai, Give you, Tada, Na"
5873240040657653410.png,"gunpoint, dead eyes, Shinei nouzen"
5875303828277955411.gif,"sigh, feeling down, draw circle with stick, draw circle, dont know what to do, mmmh, drawing circle on floor, sad, lost, clueless"
5875321128406225421.webm,"party, dancing on the horse, so excited, excited for this!, can't wait!, lets do this, oh yeah, grassland dancing on horse, dancing on horse, dance, celebrate, dancing outdoor"
5875388877220351228.gif,"Pokeball bag, Crying, Tears in eyes, 好吧.., Boohoo, wuwuwuwuw, how can you do that, im so disappointed in you, whimpering, quivering, teary eyes, 委屈, 🥹, bald boy pokemon"
5877707339221438501.png,"dynamite, batman?, noot ???"
5881881686655897918.png,"stun, didnt want to say but, shocked cat, motion effect, cat on shoulder"
5886303660429806412.webm,"laughing baby, laugh, hahahahah, angry then happy, hahaha, LMAO, LOL, laughing"
5886520496148713233.png,"confused, what is going on, i m lost, me lost, dizzy, dizzy eyes, pink, Eyes dizzy, Diao, Mouth open, Eyes in spiral, Pink"
5890793511866862310.gif,"So sad, Tears coming down, Crying, Hold knees and cry, cry until eyes red, tears falling down my face, curled up hands over knees, so sad, im sad, :(, upset, sobs, sad max"
5891212022070119451.png,"you're welcome, give flowers, no worries, no problem!, flowers for you"
5892971219199726149.png,cool boss
5892986212930556325.webm,"facepalm, aiya, haiya, hide myself, embarrassed, ashamed, shy, nervous, paws covering face"
5893164806260659669.webm,"drinking coconut, swaying, party, drink coconut, rabbit bopping"
5893206673601862277.webm,"fight fight, battle, poke, poke you, stab you, klap you"
5893239826454417786.webm,"bunny, nodding, agree, enen, yes yes, i agree, that is correct, that is right, right, ofc, of course"
5893267679317332411.png,"rules, noot, meme, gc"
5893274499725397926.webm,"take my money, money bag, bunny, take my money!!!!!!!, take my loots"
5893293483480846389.webm,"clap, yay, happy, clap clap, claps claps, clapping, rabbit clapping, awesome"
5895305392191181394.webm,"oof, my bad, sowwie, that must have hurt, sorry, im sowwie, i apologise, i cant believe it, im upset, despair"
5895692132521349311.webm,"point and laughing, lmao max, laughing with saliva, this is funny asf, funny asf, HAHAHAH, Points, Laughing, Ahahahaha"
5897483975697369954.gif,"Nono, 不可以, Covers mouth, no no no, tearing up"
5897729738021016380.png,"eat food, nonchalant, Mmmm, Awkward"
5899831836749598966.webm,"dancing, dancing like audition, dancing queen, oh yeah, moving anime queen"
5899997613897290824.webm,"die, wreaking ball, collision"
5900165130506736614.png,"zz, cool eyes, Handsome eyes, Killer eyes, Silent killing, Stare"
5900234928020263880.webm,"control my ghosts, control ghosts, control, leash ghost, take it back"
5901988597526958014.webm,"godzilla bunny, roar, dino onesie, dino bunny, roarrrrrr, rabbit dinosaur outfit roar, screaming, making sound, talking"
5902138311496961471.webm,"wowziz!, amazing!, amazeballs, yay!, sparkles, bling, happy, wow, thanks!, cute, rabbit"
5902179835240779496.webm,"xixixixix, hehehehe, hands covering mouth laughing, dont tell you, heheheheheheehehhehehehe, bouncing up and down grinning, hands over mouth grinning, hahahahaha, lol"
5902399582947511845.webm,"rolling, can't be helped, rolling around, sigh, cry"
5904354244038758803.webm,"hmph, bunny blow air, bunny puff air, pfft, tada, stand up straight"
5904476457333166405.webm,"using computer, finding, rabbit surfing the net, working hard, hardworking, bunny working"
5904737114603392552.webm,"sigh, pffft, hais, super sad, feels bad"
5906490874304400689.webm,"jiayou!, gambatte, all the best, good luck!, go for it!, go for it~, 加油！, add oil, gambateh"
5906545158396053364.gif,"blehhehehehehh, stick out tongue, blehhhhh, you cant catch me, teehee, tongue out, silly bubble head"
5906757196636490844.webm,"tired, 累, ded, sad, doge"
5906877382706334943.webm,"approved, 10 10 10, 10/10, hundred hundred"
5906916363829513720.webm,"Hug, Cat and rabbit, Its okk, Touch head, pat pat, its ok, comfort, sayang"
5909118926138117757.webm,"band aid, surrender, bush, rabbit, shake head, gg, ff, give up, die liao"
5911124203418948287.png,"go now!, anime blow whistle, cute command, call it, donezo, chibi, whistle"
5913347312851095087.png,"hehehe, im right you're wrong, i'm right, smug, confident, smug guy, smirking, hmph"
5913405771650961570.png,"hands over chest, mmmh, yes yes, hmph, guy in costume"
5913466923395321776.webm,"so cuteee, gimme, Arghhhhhh!, Bangs table"
5913575714916929919.png,"fan, smacking fan"
591357721815548973.png,"reading the quran, reading, disturbing me, im busy"
5915590363816397427.webm,"nod of approval, zooming into face nodding"
5915732643198012618.webm,"bye, bunny, run away, see you"
5917795060723747611.webm,"thumbs up, rabbit, yes, agreed, nice one, good job"
5917981522433937575.webm,"relax, chill, drink tea, rocking chair, relaxed, sipping tea, laying back"
5918108065055378603.webm,"?, where?, how?, question, question mark, ????, what?, huh"
5918135685990059497.webm,"swaying side to side, do you agree?, crazy swaying, yes yes yes yes, madness agree, 摇钱树, right?, happy"
5918223801539103924.webm,"eh?, what do you mean, jjk toji, question mark, what?, huh?, ?, anime man, gojo"
5920439850045018016.webm,"nod, deadpan, agree, approve, Nod nod, Yupp, Yes, Anime"
5922255337016003283.png,"Gab when he see cards, rich, moolah, froggo, say no more, take my money"
5924616383617829814.webm,"crying, sad, sadded, angry, confused, wa sian sia, so sad, im sad, cry"
5924714326052046755.gif,"Cries, Very upset, Hand on table, Whyyyyyyy, sobs, not fair, this is not fair, upset, very sad, clenched fist not fair"
5924757030911871492.gif,"chiong, running, on the way, rushing, run, running carrying a heart, running with my heart, lets go, heart in hand"
5924964821429651550.gif,"rolling side to side, upside down, rolling on pillow, upside down rolling, chill"
5924972500831176996.gif,"running with flowers, enen~, running, flower running, chill, blushing face, dazzling run"
5929305689041145428.png,"staring at the ceiling, thinking, goodnight, oyasumi, nightz, night, Going to sleep, Lying on bed, Genshin, Handsome guy"
5931667401362902344.png,"human size bug, bed bug, disgusting bed bug"
5933496060998586283.png,bee stung face dog
5933850146692401849.gif,"sipping drink, mmh, chill"
593535622421938286.png,"cat in blanket, sian face, angry face, tired, just woke up, bed face, blanket, so done with life, want to take mc, mmmh, wrapped up in blanket, :3, cozy, scrunchy face, Cat, Bacon wrapped around"
593535622421938307.png,"angry, cat, hmph, you make me mad, upset, frown, cat frowning"
5935860968776010451.webm,"give you flower, give flower, be my wife, accept me, be my wife~, give you rose"
5935958022151997370.gif,"noooooooo, cry, indespair, super upset, shaking from sadness, nuuuuu, tears streaming down the face, pig sad, throwing tantrum, hands waving up and down, upset"
5938203044507289703.gif,"miss you, holding cat twirling around, twirling, Hugging and spinning, Arhhhhh"
5938265192684063360.gif,"look at my booty, twisting my waist, shaking my waist, cat bear shaking butt, HangSeed, Dancing, Happy, Cat, Relax"
5938490197430766465.gif,"yayayayay, paws flipping up and down, shaking from happiness, pitty patty, happy, excited, moving hands up and down"
5942635047029837738.png,"what do you mean?, prawn smoking cigarettes, smoke"
5942678451969330586.png,"GM, prawn, TADA, Good morning"
5947355366411995366.png,cross-hand smile
5947465111416343448.gif,"shrug, meh, just woke up, what do you want, restless, so done with life, emotionless, speechless, -_-, what happened, huh, nonchalent, expressionless"
5951893192633748300.webm,"kunguf klick, wrong target, violence, 打错人, Misdamage"
5954169048559259089.png,"cant save you, dragging baggage, kazuha, dragging, burden"
5956149402144869749.png,"rug, leg, carpet, go die"
5956351347212160252.png,"zen, chill, making peace, sad anime character, careless powerful girl anime character, goddess"
5958821670666899521.webm,"thumbs up, great, duck awesome, noted, bird, yellow feet"
5960880111052917681.webm,"bouncing white duck, wheeee, excited waiting, excited, bouncing up and down, chicken bouncing up and down"
5963057680946826865.webm,"dance cat belly, oh yeah~, cat big belly dancing, awesome, relaxing time~, party time~, cat belly dance bottom pov, cat fat belly dance"
5965095063108193138.gif,"Haiss, Lie down, Like that lorr, What to do, happy cat laying on stomach, happy gray cat, chill gray cat, cat with happy ears"
5965289088255789177.png,"huh, blur, damn blur, big eyes with dot, ah?, huh?, clueless, lost, dumb pokemon, ditto bubblesaur, o.o"
5967454280053952396.png,"drink bear, cheers!, Drink beer"
5967494347803856223.png,"hug, huggieee, There there, I’m here, Hugs, We in this tgt, We only have each other, 相依为命, Cat"
5967572172611258871.webm,"Dancing bunny, Disco, Happy, Thank you, please please please, bunny saying please, please begging hands"
5967762602871231222.webm,"nonchalent, emotionless, it is what it is, Small nod, Agree nod"
5969645241655888996.webm,"Looking through window, Come see see, What you have to hide, let me see, i want to see, face pressed against window, what are you hiding, i also want this"
5969676577737279720.gif,"angry angry, angry, smoke coming out of ears, EAM EAM, munching down, triangle teeth, furious, bite you, clenching teeth, biting down hard, fumes coming out"
5969759543620538230.png,"NAHIDA, KID ELF, PEDO, Hi, What you doing?, Are you there?, Stare, Genshin, 咋地？"
5969768352598463226.webm,"tongue out, 鬼脸, cute blue anime, bleh, gotcha, chibi anime girl"
5969784454430855433.webm,"sad, sad max, super sad, crying, cri, cry, baby, tears falling down my face"
5969832858712280810.png,"shrug, chilling, side by side, Same same but different, Opposites, Genshin, Boys"
5971992544362368318.webm,"Spy family, Eyes got sparkle, Waohhh, 崇拜, waku waku, spyxfamily anya, anya sparkly eyes, wahhhh"
5972058394800950772.webm,"yayayada, running with rabbit with hand, running, happy, give you, give you present, coming to give you, present in hand running"
5972170806979989411.webm,"eat eat eat eat eat, yummy, eat, eat up, cartoon eating, girl eating, hungry"
5972193694860710794.webm,"binge eating, stress eating, eating on bed, poor, eat rice, rice and egg, chibi, broke"
5972284327260588414.png,"EAT THE DIP, eat pizza, babydoge, eat the dip, baby doge"
5974187517463759825.png,"doge, doge heart, happy, heart, ❤️, give heart, send love, dogecoin, sending love"
5974261962131901087.gif,"hehehee, sneaky laughter, you dont know, dont tell you, hiding from the truth, giggle, giggling duck, suspicious laugh, duck heheheh, hands on lips, huehue, hehe, duck, giggling"
5974385150383886758.webm,goth gif
5981293304631790248.gif,"caterpillar move away, hiding, hide, cat moving across the floor, Slowly crawls away, Haissss, Don’t look at me, I’m leaving this place"
5985524770836320062.webm,"derp face child, nonchalent, dont know what to say, speechless"
5985741675274703134.webm,"get it awayy, eyes with tears, green hair anime"
5992460172356750365.webm,"omgg, awestruck, shining eyes, sparkly eyes, wahhhhh, Diamond eyes, Covers mouth, Blushing"
5996599923829639470.png,"buy!, purchase it!, 买！, just buy only!, purchase, just purchase it!"
5999165891911094071.png,"sweating, sweat down my face, i cant believe this, no way, nervous, oh no, sweat, anime guy sweating"
5999219660606672937.png,"wa not bad, awesome, swanky ah"
5999301763201503283.webm,"lol, lmao, toothless man laughing, roar, open eyes roar fail, toothless man"
6001156815411221762.webm,"anime girl, dancing, stars, gawd damn, sunglass"
6001401654316895893.png,"facepalm, i give up on this, thats it, finished, toji, exasperated, Oh my god, What are you doing, Hold head, Guy holding phone"
6001572276187695369.gif,"Frog, Angry, Fire, FROG RIOT, TORCHES OUT, FIGHT, ANGRY"
6008119447024306497.gif,"Shake legs, Do nothing, 发呆, Cat, chilling, swinging legs, leaning back relaxing, cat bear, :3, leaning back look at sky"
6008122006824815192.png,"hehe, cute, :D, tiger teeth smile, yay, happy"
6017056805815849715.png,"UwU, worship, cut anime character, little girl, amazed, impressed, mesmerized, happy, daydreaming"
6021546734562314627.png,"holding in laughter, Humpf!, Angry, Girl"
6021762921741160222.webm,"HEEHEEHHE, big smile, how about that?, how bout that?, is that ok?, what do you think?, face moving to the side, blonde girl"
6024013278445832945.png,"beaver pepe, finger gun, Got it, Thats you, Point at you, Squirrel"
6025901998904185605.webm,life is unfair
6026226956129801290.webm,"teehee, smug smile, blue hair anime smile, Blue hair, Smiling, Hehehehhe"
6028510268118535109.png,"cry, tear, pajama, missing you, act sad"
6030813921072386855.gif,"bunny lay on table, bunny rub table, bunny waiting, Lie down, Draw circle, Bunny, daydreaming, :3, ahhhh, thinking, 发呆, im wondering, wipe table with hand, lying on table, laying head one table, waiting, smushed face on table"
6032801657706777106.gif,"bouncing side to side, yes yes, agree, that's right, you got it, Heart, Bunny hopping, Happy happy happy, Arms swinging, Bouncing"
6033088509982542222.png,"botak, no hair, weird person, misaligned eyes, freak, no brain, Deformed"
6034983161790729959.webm,"sad, crying, crying baby, sed, sadge"
6037184615997770340.webm,"crying, black guy, sad, sadness"
6037291981590236826.webm,"hug, awww, couple, Hugs, Happy hugs, Best friend, Awwwww"
6039668653283084933.gif,"dark, pepe, shocked, shook, Nani!, How can you, Shocked, Very shocked, Is this what i see, ?"
6041608556866701908.webm,"哇啊, throw tantrum, 撒娇, yadayada, kitty on the ground, rolling on the ground"
6041897724129839930.webm,"hehehe, chilling, pitty pat, hitting leg on floor, relax, chill, sofa, relaxed, oops, paddle paddle"
6041915750107580802.webm,"heart, rabbit, ahhh, relieved, drink"
6046226823530941304.webm,paste my face
6046452773170449406.webm,"puff, smoke, i am the captain now, boss, smoking, anime guy smoking, pirate, eye patch, suit, noir anime"
6046468071843957434.webm,"shifty eyes, bunny tooh girl, ERRRRRRR, uncertain, hesitation, blonde girl eyes shifty, bucktooth, ERMMM, emmmm, i guess?, idk, im not sure"
6046560422230756258.webm,"jumping down the stairs, jumping downwards, i guess its like this, no only choice, jump down the building, commit suicide"
6048426860398775774.png,"lelelele, Come, I bring you go, Let me advice you"
6048607012802008304.png,"i gotcha vro, don't worry, i will help you, you are my friend, good friendship, panda and cat, buddy, i gotcha back, i gotcha bro, together"
6048747982218594945.webm,"ahhhh, screaming, omggggg, unbelievable, ahhhhh, baby screaming, scream"
6050902548267665981.webm,"beat you, hmph, angry, whack you"
6057708765761765997.png,"feeling down, sed, sad, feeling sad, upset, nawww, :(, liddat lol, sad baby, dissappointed baby"
6057819481428722699.png,"noob, skill issue, solo, lonemliness, sad, alone, lonely dog, sad dog, loneliness, dog in empty room"
6057821100631393327.png,"dont look, censored, cover eyes, dont let you see, hiding it from you, hidden in the dark"
6059824861788767346.webm,"hahahahahaha, shaking from laughing, lmao, lmfao, lol, hahahhah, crazy laughter, maniac laughter, sheep maniac laughter"
6060064495194079781.png,"yes sir, good bye sir, salute, respect, respect anime, black hair anime"
6060111593805451463.png,"into the galaxy, i feel great, AWESOMEEE, im done, all done, hands stretched out, expansion, powerful, universe, day dreaming, sky diving, falling, anime girl falling from sky, angel"
6062238757963171042.webm,"lying down sheep, machine gun limbs, frustrated sheep, sheep laying on the ground"
6064193689637357163.png,"eh?, looking up, white hair, dumb, staring up, OuO"
6064436368174484743.png,"point, wink, finger gun, winky face, pointing, finger guns"
6066520329256174997.png,"thank you guys, gg guys, you are funny, look at you, politician smiling at you, haha, lee hsien loong, gotcha, get it haha, LHL, singapore"
6066597217760710245.png,"drink bubble tea, sip sip, nom nom, drinking bubble tea, mkay, ok, alright, White hair girl, Cute girl, Drinking"
6066734858577645063.png,"looking outside the window, how about you?, you?, wbu?, looking out the window, peeking outside, peeking, curious, hbu?"
6068638830464861214.gif,"i want to be rich, feel poor, sad, dog, envy, jealous"
6068965398303212506.png,"sudden realisation, shocked, the moment of realisation, stunned"
6070890428415086049.webm,"afraid, fear, see you next time, shiver, cry, sad, so sad, sad max"
6070992382348758344.webm,"afraid, nervous, waddle waddle, shake tail"
6073177051823605012.webm,"suffering, capoo, bug cat, sad, heart pain, spotlight heart pain"
6073242167822780884.webm,"joke, reprimanding, eating, lying down, poor, nom nom, don't know what to do, lost, none of my business"
6073457710756529302.webm,"Huh!, Shock, What you mean, Nani!, Cannot be!, Mouth open big big, Eye stare big"
6075473042555798431.png,"lel, puppy orange shirt, :3, lelelel"
6075721699687400162.png,"HELP, HEADACHE, frustrated dog, paws on the face, oh no dog"
6077709861523556561.webm,"crying fox, stsars, cover mouth, Thank you very much, Teary eyes"
6077908250357925897.webm,"throw flowers, fox, basket, send gift, send love"
6080144047123465983.webm,"yes please, please, begging, angry screaming, sadge, big eyes, so sad, sparkles, help"
6080209846022440000.webm,"aaaaa, wadaaaaaa!, turn around, cat turn around, 啊啊啊, help, help no, afraid"
6080249269527250394.png,"thumbs up, gud, clown good, simple good, no problem, good, clown look, not happy face, good for you"
